"","length.train","acc.pscore.kmeans","acc.tradit.kmeans","acc.pscore.hclust","acc.tradit.hclust","acc.pscore.som108","acc.tradit.som108","acc.pscore.sommap","acc.tradit.sommap"
"53",2468,0.723832528180354,0.28743961352657,0.389291465378422,0.732689210950081,0.0780998389694042,0.0438808373590982,0.313607085346216,0.647342995169082
"54",2470,0.728979591836735,0.275102040816327,0.382448979591837,0.733877551020408,0.08,0.0485714285714286,0.319183673469388,0.659183673469388
"55",2471,0.72875816993464,0.26266339869281,0.368055555555556,0.743464052287582,0.0882352941176471,0.0465686274509804,0.310866013071895,0.668300653594771
"56",2472,0.725442834138486,0.262479871175523,0.371175523349436,0.730273752012882,0.0909822866344605,0.0575684380032206,0.310386473429952,0.658615136876006
"57",2473,0.732231404958678,0.277685950413223,0.38595041322314,0.748760330578512,0.0888429752066116,0.0549586776859504,0.320661157024793,0.67603305785124
"58",2475,0.722916666666667,0.292083333333333,0.3875,0.748333333333333,0.0808333333333333,0.045,0.310833333333333,0.66125
"59",2476,0.730263157894737,0.275493421052632,0.381578947368421,0.735608552631579,0.0764802631578947,0.0509868421052632,0.311266447368421,0.657483552631579
"60",2476,0.724387304138208,0.256729610285255,0.34833266372037,0.732020891924468,0.0811570912012857,0.0510245078344717,0.297308155885898,0.662515066291683
"61",2477,0.722222222222222,0.284621578099839,0.38365539452496,0.75805152979066,0.0752818035426731,0.0410628019323672,0.301932367149758,0.663446054750403
"62",2478,0.730252100840336,0.280252100840336,0.389075630252101,0.747058823529412,0.0773109243697479,0.0474789915966387,0.31890756302521,0.670168067226891
"63",2478,0.720179738562091,0.270424836601307,0.383169934640523,0.735702614379085,0.0894607843137255,0.053921568627451,0.312091503267974,0.645016339869281
"64",2479,0.720016891891892,0.27027027027027,0.400760135135135,0.750422297297297,0.0764358108108108,0.0523648648648649,0.327702702702703,0.66722972972973
"65",2479,0.721895973154362,0.265939597315436,0.375419463087248,0.729446308724832,0.0809563758389262,0.0553691275167785,0.305369127516779,0.639681208053691
"66",2479,0.725833333333333,0.2775,0.40625,0.735833333333333,0.08875,0.0525,0.320416666666667,0.649166666666667
"67",2479,0.710115131578947,0.270148026315789,0.377055921052632,0.738075657894737,0.0842927631578947,0.0546875,0.305921052631579,0.65625
"68",2480,0.717622080679405,0.267091295116773,0.375796178343949,0.74692144373673,0.0789808917197452,0.0445859872611465,0.305732484076433,0.672611464968153
"69",2480,0.745147679324895,0.294092827004219,0.380168776371308,0.745991561181435,0.0793248945147679,0.0510548523206751,0.310970464135021,0.665400843881856
"70",2480,0.705660377358491,0.271278825995807,0.378197064989518,0.740880503144654,0.0872117400419287,0.0519916142557652,0.312368972746331,0.665408805031447
"71",2480,0.743333333333333,0.265833333333333,0.3775,0.74125,0.0741666666666667,0.0445833333333333,0.3175,0.670833333333333
"72",2480,0.717479674796748,0.249186991869919,0.384959349593496,0.74390243902439,0.0829268292682927,0.0520325203252033,0.308536585365854,0.652439024390244
"73",2480,0.727710843373494,0.279116465863454,0.389558232931727,0.736144578313253,0.0827309236947791,0.0445783132530121,0.30281124497992,0.650602409638554
"74",2481,0.715136054421769,0.259778911564626,0.370748299319728,0.737244897959184,0.0837585034013605,0.0505952380952381,0.316326530612245,0.674744897959184
"75",2481,0.739495798319328,0.264285714285714,0.369747899159664,0.74327731092437,0.0878151260504202,0.0487394957983193,0.302941176470588,0.65546218487395
"76",2481,0.732758620689655,0.28448275862069,0.401888341543514,0.759852216748768,0.0730706075533662,0.0463875205254516,0.316502463054187,0.672413793103448
"77",2481,0.730738362760835,0.270465489566613,0.400481540930979,0.732343499197432,0.0830658105939005,0.0493579454253612,0.324237560192616,0.650481540930979
"78",2482,0.726068376068376,0.252991452991453,0.364957264957265,0.755555555555556,0.0858974358974359,0.0538461538461538,0.290598290598291,0.667521367521367
"79",2482,0.733727810650888,0.282755705832629,0.391377852916314,0.743026204564666,0.0900253592561285,0.0469146238377008,0.307692307692308,0.654268808114962
"80",2482,0.727842809364548,0.262959866220736,0.381688963210702,0.738294314381271,0.0865384615384615,0.0518394648829431,0.315635451505017,0.663879598662207
"81",2483,0.733592400690846,0.25993091537133,0.386873920552677,0.753022452504318,0.0695164075993092,0.0470639032815199,0.313903281519862,0.682210708117444
"82",2483,0.73840206185567,0.274054982817869,0.384879725085911,0.733247422680412,0.0837628865979381,0.0481099656357388,0.303694158075601,0.654209621993127
"83",2483,0.732905982905983,0.273504273504274,0.384615384615385,0.758119658119658,0.0807692307692308,0.0444444444444444,0.308119658119658,0.686324786324786
"84",2483,0.723905723905724,0.27483164983165,0.387626262626263,0.742003367003367,0.0841750841750842,0.0500841750841751,0.31986531986532,0.661195286195286
"85",2483,0.721666666666667,0.266666666666667,0.38625,0.74875,0.0875,0.04375,0.306666666666667,0.666666666666667
"86",2483,0.725845410628019,0.26731078904992,0.381642512077295,0.751207729468599,0.0805152979066023,0.0527375201288245,0.313607085346216,0.678743961352657
"87",2484,0.715528490648108,0.261418007829491,0.387994780339278,0.73249238799478,0.100043497172684,0.0582862113962592,0.326228795128317,0.654197477163984
"88",2484,0.723809523809524,0.272727272727273,0.377489177489177,0.752380952380952,0.0731601731601732,0.0497835497835498,0.303896103896104,0.668831168831169
"89",2484,0.727703576044808,0.267557087462301,0.386040499784576,0.738043946574752,0.0887548470486859,0.0473933649289099,0.317966393795778,0.661783713916415
"90",2484,0.736706689536878,0.27958833619211,0.373927958833619,0.739708404802744,0.0844768439108062,0.0450257289879931,0.296740994854202,0.666380789022298
"91",2484,0.719590268886043,0.294067434912505,0.38711054204012,0.731113956466069,0.087067861715749,0.0443875373452838,0.308578745198464,0.645326504481434
"92",2484,0.729396771452846,0.263381478334749,0.384876805437553,0.749362786745964,0.0781648258283772,0.0373831775700935,0.317757009345794,0.67714528462192
"93",2484,0.718816067653277,0.280761099365751,0.380549682875264,0.72938689217759,0.0854122621564482,0.0575052854122622,0.315433403805497,0.67061310782241
"94",2484,0.733164983164983,0.278198653198653,0.377104377104377,0.72979797979798,0.0829124579124579,0.0555555555555556,0.311026936026936,0.643097643097643
"95",2484,0.736201298701299,0.284496753246753,0.391233766233766,0.755681818181818,0.073051948051948,0.0503246753246753,0.314123376623377,0.667613636363636
"96",2485,0.732456140350877,0.267105263157895,0.382456140350877,0.748245614035088,0.0745614035087719,0.056140350877193,0.303508771929825,0.666666666666667
"97",2485,0.74410480349345,0.291703056768559,0.393013100436681,0.748471615720524,0.0794759825327511,0.0510917030567686,0.309170305676856,0.662882096069869
"98",2485,0.73304347826087,0.270869565217391,0.397391304347826,0.73304347826087,0.0769565217391304,0.0530434782608696,0.329130434782609,0.657826086956522
"99",2485,0.72987012987013,0.265367965367965,0.368831168831169,0.739393939393939,0.0744588744588745,0.0484848484848485,0.306926406926407,0.672727272727273
"100",2485,0.724463519313305,0.270386266094421,0.384549356223176,0.745922746781116,0.0832618025751073,0.0532188841201717,0.31587982832618,0.660085836909871
